datetime,open,high,low,close,volume
2024-01-02,33.71,34.09,32.98,33.03,36219.87
2024-01-03,32.8,33.33,32.2,32.53,30614.56
2024-01-04,32.38,32.51,31.73,31.88,27449.43
2024-01-05,32.26,32.31,30.91,31.16,29024.42
2024-01-08,31.3,31.3,30.39,30.39,21974.31
2024-01-09,30.76,31.45,30.42,30.86,26882.21
2024-01-10,31.07,31.13,29.81,30.01,22106.11
2024-01-11,30.01,31.11,29.8,30.99,27269.65
2024-01-12,31.2,31.2,30.41,30.48,19006.05
2024-01-15,30.5,31.31,30.03,30.66,22958.06
2024-01-16,30.68,30.8,29.91,30.39,20508.87
2024-01-17,30.69,32.15,30.3,30.91,61378.85
2024-01-18,30.0,30.8,29.3,30.8,54242.05
2024-01-19,30.89,35.88,30.8,32.61,120728.8
2024-01-22,32.61,35.0,32.56,33.12,111747.51
2024-01-23,32.12,34.42,31.9,33.95,100498.5
2024-01-24,33.28,33.8,32.01,33.64,77467.29
2024-01-25,32.99,38.43,32.84,36.2,137131.56
2024-01-26,35.03,36.37,34.61,34.65,97836.43
2024-01-29,34.54,34.54,29.5,29.8,87566.17
2024-01-30,28.63,29.12,26.21,26.3,73061.56
2024-01-31,25.88,27.38,25.3,25.39,53820.48
2024-02-01,25.02,26.49,24.5,25.96,54703.92
2024-02-02,25.99,27.22,25.05,26.63,60545.85
2024-02-05,25.87,25.94,21.99,22.85,63673.11
2024-02-06,22.2,24.59,22.07,24.16,57245.0
2024-02-07,24.34,25.26,23.16,23.24,56482.39
2024-02-08,23.15,25.15,23.15,25.01,57297.59
2024-02-19,25.7,28.1,25.7,27.27,77396.48
2024-02-20,26.7,28.7,26.01,28.07,78253.78
2024-02-21,27.03,28.91,27.01,27.5,83675.43
2024-02-22,27.3,28.66,27.3,28.53,77558.81
2024-02-23,29.0,29.9,28.6,29.9,86458.78
2024-02-26,29.36,31.52,28.8,29.94,88403.34
2024-02-27,29.45,31.6,29.4,31.17,88763.02
2024-02-28,30.96,31.66,27.43,27.5,102271.29
2024-02-29,26.59,29.1,26.59,29.0,65526.53
2024-03-01,29.14,30.66,29.14,30.5,74294.04
2024-03-04,30.5,33.35,30.33,32.73,128775.96
2024-03-05,32.05,32.5,30.85,31.05,101472.5
2024-03-06,30.5,31.63,30.03,31.25,73941.16
2024-03-07,31.3,31.9,30.08,30.21,65731.14
2024-03-08,30.74,32.3,30.26,32.13,100324.55
2024-03-11,31.3,33.98,31.02,33.43,115318.39
2024-03-12,33.0,34.05,32.7,32.74,97731.2
2024-03-13,32.61,33.25,32.41,32.62,68349.72
2024-03-14,32.21,32.59,31.31,31.87,55918.53
2024-03-15,31.8,32.65,31.45,32.53,56310.08
2024-03-18,32.53,33.72,32.32,33.37,78259.27
2024-03-19,32.94,34.98,32.88,33.89,100282.87
2024-03-20,33.5,34.36,33.21,34.16,75951.24
2024-03-21,34.39,35.09,33.55,33.55,70641.81
2024-03-22,33.25,34.08,32.69,32.69,61931.31
2024-03-25,32.51,33.08,31.0,31.24,55353.47
2024-03-26,31.22,32.57,30.65,32.18,54868.55
2024-03-27,31.51,31.72,29.21,29.3,53043.23
2024-03-28,29.39,30.9,29.28,30.33,48775.1
2024-03-29,30.43,31.37,30.11,31.21,47854.63
2024-04-01,31.18,31.69,31.05,31.5,38667.34
2024-04-02,31.5,31.53,29.92,30.28,45811.48
2024-04-03,30.0,30.44,28.88,29.11,36453.29
2024-04-08,29.55,29.61,28.54,29.04,28407.82
2024-04-09,29.21,29.28,27.86,28.45,36188.12
2024-04-10,28.29,28.36,26.92,27.23,32851.78
2024-04-11,26.99,28.13,26.96,27.51,27090.13
2024-04-12,27.77,28.48,27.58,27.8,28067.87
2024-04-15,27.49,28.11,25.54,26.2,35778.71
2024-04-16,25.9,26.3,23.26,23.33,46351.03
2024-04-17,23.79,26.28,23.79,26.27,47677.29
2024-04-18,26.1,26.57,25.38,25.94,33342.48
2024-04-19,25.83,25.95,24.91,25.1,31046.57
2024-04-22,24.9,25.2,23.86,24.64,22671.61
2024-04-23,25.07,25.99,24.78,25.66,35947.93
2024-04-24,25.88,27.2,25.5,27.01,45731.9
2024-04-25,26.58,27.4,26.58,27.03,34400.0
2024-04-26,26.94,27.84,26.94,27.58,37351.63
2024-04-29,27.55,28.41,27.25,27.91,34374.05
2024-04-30,27.85,28.32,27.3,27.5,23099.4
2024-05-06,27.81,28.8,27.78,28.06,28499.37
2024-05-07,27.86,28.4,27.56,27.85,25598.6
2024-05-08,27.8,28.47,27.42,27.6,28338.91
2024-05-09,27.65,28.42,27.58,27.85,26475.32
2024-05-10,28.1,28.13,26.83,27.0,23698.0
2024-05-13,27.0,27.0,25.87,25.97,24157.32
2024-05-14,26.18,26.86,25.78,26.15,23248.72
2024-05-15,26.0,28.09,25.73,26.37,41465.23
2024-05-16,26.76,29.04,26.76,27.8,74623.83
2024-05-17,26.9,28.85,26.9,28.73,82070.6
2024-05-20,28.68,28.7,27.91,28.22,52920.34
2024-05-21,28.22,28.7,27.89,27.97,37680.91
2024-05-22,27.5,28.86,27.5,28.84,54820.6
2024-05-23,28.6,29.26,28.16,28.5,53823.96
2024-05-24,28.33,29.5,27.55,28.51,74622.27
2024-05-27,28.08,28.5,26.85,28.27,61881.32
2024-05-28,28.17,30.37,27.8,30.1,124747.45
2024-05-29,29.51,30.05,28.85,29.34,86445.97
2024-05-30,28.8,29.56,28.2,29.25,58296.12
2024-05-31,29.05,29.98,28.79,29.2,59769.38
2024-06-03,28.85,34.26,28.52,32.51,183732.24
2024-06-04,31.23,32.08,30.28,31.33,130772.18
2024-06-05,30.9,32.5,30.76,31.43,108600.49
2024-06-06,31.8,33.66,31.79,32.48,146431.72
2024-06-07,31.71,31.71,30.12,30.93,102855.31
2024-06-11,30.25,32.46,29.88,32.16,95070.9
2024-06-12,31.5,33.15,31.12,32.83,108967.39
2024-06-13,33.23,34.5,31.4,31.53,163215.01
2024-06-14,30.91,31.51,29.53,31.03,95923.16
2024-06-17,30.82,33.5,30.64,32.63,112457.55
