datetime,open,high,low,close,volume
2024-01-02,16.7,16.74,16.43,16.43,85581.08
2024-01-03,16.4,16.4,15.88,15.89,167397.91
2024-01-04,15.89,16.1,15.82,15.91,114155.46
2024-01-05,15.96,16.01,15.58,15.65,112261.97
2024-01-08,15.65,15.65,15.19,15.2,92341.53
2024-01-09,15.28,15.45,14.97,15.1,100555.39
2024-01-10,15.05,15.07,14.81,14.86,76271.54
2024-01-11,14.82,15.32,14.82,15.17,96692.22
2024-01-12,15.11,15.24,14.8,14.85,97867.27
2024-01-15,14.77,14.92,14.6,14.8,89928.42
2024-01-16,14.74,14.83,14.47,14.73,91971.35
2024-01-17,14.67,14.83,14.33,14.33,70961.8
2024-01-18,14.3,14.49,13.96,14.48,126313.13
2024-01-19,14.48,14.63,14.31,14.33,81573.52
2024-01-22,14.52,14.98,13.45,13.54,154622.17
2024-01-23,13.64,14.05,13.5,13.93,138438.3
2024-01-24,14.1,14.15,13.55,14.13,115133.85
2024-01-25,14.16,14.93,14.01,14.91,164222.29
2024-01-26,14.94,15.0,14.63,14.69,119767.81
2024-01-29,14.69,14.79,14.27,14.34,114699.65
2024-01-30,14.15,14.57,13.92,13.95,112495.99
2024-01-31,13.73,14.07,13.25,13.34,163203.16
2024-02-01,13.2,13.74,13.11,13.3,116836.12
2024-02-02,13.34,13.62,12.41,12.89,176968.43
2024-02-05,12.76,12.88,11.88,12.41,208090.09
2024-02-06,12.32,13.36,12.17,13.28,199191.6
2024-02-07,13.29,14.23,13.19,14.2,269904.15
2024-02-08,14.42,15.29,14.42,14.73,251444.7
2024-02-19,15.16,15.38,14.9,15.34,256192.74
2024-02-20,15.13,15.19,14.76,14.96,179080.69
2024-02-21,14.8,15.22,14.69,14.84,164338.58
2024-02-22,15.29,15.66,15.2,15.57,291001.23
2024-02-23,15.96,15.98,15.6,15.93,310753.33
2024-02-26,16.2,16.55,16.01,16.33,384525.89
2024-02-27,16.11,17.96,16.06,17.96,608800.42
2024-02-28,18.13,18.47,17.03,17.03,692477.19
2024-02-29,16.96,18.16,16.93,18.04,553308.01
2024-03-01,17.89,18.66,17.75,18.48,586530.99
2024-03-04,18.92,19.5,18.44,19.48,702806.08
2024-03-05,19.13,19.48,18.46,18.66,618777.48
2024-03-06,18.46,18.96,18.39,18.64,392170.69
2024-03-07,18.58,18.72,17.96,18.03,384496.35
2024-03-08,18.08,19.21,17.9,19.13,497858.55
2024-03-11,18.85,19.28,18.71,19.11,388493.86
2024-03-12,19.07,19.23,18.6,18.67,301017.11
2024-03-13,18.96,19.02,18.5,18.58,243954.05
2024-03-14,18.2,18.71,18.1,18.4,253937.43
2024-03-15,18.29,18.51,18.02,18.5,257999.55
2024-03-18,18.72,20.35,18.7,20.35,623818.89
2024-03-19,21.38,21.38,20.0,20.59,1066347.72
2024-03-20,20.66,20.88,19.67,19.99,720012.49
2024-03-21,19.7,19.95,19.23,19.33,570106.89
